x	y	clusters
28.95	17.25	Cluster9
29.25	17.50	Cluster9
30.05	17.40	Cluster9
30.75	18.15	Cluster9
30.50	18.65	Cluster9
30.65	19.25	Cluster9
31.00	19.90	Cluster9
32.20	18.20	Cluster9
32.50	17.15	Cluster9
30.90	17.10	Cluster9
30.75	16.60	Cluster9
29.15	16.40	Cluster9
24.80	13.70	Cluster10
25.85	13.35	Cluster10
26.00	12.70	Cluster10
26.70	12.10	Cluster10
25.05	12.90	Cluster10
24.70	13.25	Cluster10
23.80	13.20	Cluster10
23.60	13.45	Cluster10
23.20	12.55	Cluster10
22.40	12.85	Cluster10
22.70	12.25	Cluster10
22.20	11.90	Cluster10
22.15	11.35	Cluster10
22.85	11.20	Cluster10
23.10	11.75	Cluster10
24.00	12.35	Cluster10
24.05	12.45	Cluster10
24.90	12.50	Cluster10
25.55	12.10	Cluster10
24.85	11.85	Cluster10
24.10	11.95	Cluster10
23.90	11.50	Cluster10
23.85	10.90	Cluster10
23.40	10.70	Cluster10
22.90	10.30	Cluster10
23.40	10.25	Cluster10
24.05	10.05	Cluster10
24.35	10.50	Cluster10
24.65	11.10	Cluster10
25.10	11.20	Cluster10
25.80	11.40	Cluster10
25.30	10.55	Cluster10
26.00	10.90	Cluster10
26.35	10.50	Cluster10
27.15	11.00	Cluster10
27.40	10.55	Cluster10
27.90	10.00	Cluster10
28.55	10.20	Cluster10
28.75	10.85	Cluster10
27.10	8.65	Cluster10
28.05	9.10	Cluster10
28.85	9.80	Cluster10
29.85	10.65	Cluster10
29.90	11.70	Cluster10
30.60	11.10	Cluster10
31.05	11.75	Cluster10
31.50	11.80	Cluster10
31.30	12.45	Cluster10
34.00	12.90	Cluster10
32.80	12.60	Cluster10
32.85	12.00	Cluster10
33.70	12.20	Cluster10
33.25	11.70	Cluster10
32.55	11.15	Cluster10
31.80	11.35	Cluster10
31.45	10.75	Cluster10
30.75	10.45	Cluster10
29.80	10.10	Cluster10
30.15	9.80	Cluster10
29.45	9.30	Cluster10
28.80	8.95	Cluster10
28.10	8.45	Cluster10
27.35	7.70	Cluster10
27.10	6.75	Cluster10
28.30	7.95	Cluster10
29.35	8.45	Cluster10
30.10	8.95	Cluster10
30.20	9.35	Cluster10
31.10	10.05	Cluster10
28.50	7.50	Cluster10
28.35	6.90	Cluster10
28.95	6.75	Cluster10
29.40	7.10	Cluster10
29.25	7.60	Cluster10
29.95	7.60	Cluster10
30.45	7.95	Cluster10
30.35	8.25	Cluster10
30.75	9.00	Cluster10
31.30	9.30	Cluster10
31.85	9.55	Cluster10
32.10	10.25	Cluster10
32.45	10.55	Cluster10
33.35	10.85	Cluster10
33.75	11.50	Cluster10
33.25	10.20	Cluster10
32.40	10.10	Cluster10
32.45	9.70	Cluster10
32.15	9.30	Cluster10
32.25	8.65	Cluster10
32.55	8.20	Cluster10
31.25	8.70	Cluster10
31.25	8.25	Cluster10
32.05	7.80	Cluster10
31.30	7.50	Cluster10
30.55	7.45	Cluster10
31.30	6.95	Cluster10
30.95	6.70	Cluster10
30.05	6.95	Cluster10
30.05	6.20	Cluster10
28.55	6.30	Cluster10
27.80	5.85	Cluster10
27.60	5.05	Cluster10
28.35	5.55	Cluster10
29.15	5.40	Cluster10
29.40	5.80	Cluster10
29.80	5.70	Cluster10
30.65	5.90	Cluster10
30.90	5.30	Cluster10
30.10	5.10	Cluster10
29.55	4.90	Cluster10
28.50	4.75	Cluster10
28.35	4.05	Cluster10
29.40	4.35	Cluster10
28.75	3.45	Cluster10
29.65	3.70	Cluster10
30.40	4.35	Cluster10
30.90	4.95	Cluster10
29.75	3.00	Cluster10
30.55	3.15	Cluster10
30.70	3.65	Cluster10
31.10	4.10	Cluster10
31.65	5.05	Cluster10
31.35	5.75	Cluster10
31.50	6.55	Cluster10
32.15	7.10	Cluster10
30.60	2.55	Cluster10
31.45	2.40	Cluster10
31.60	3.05	Cluster10
32.00	3.40	Cluster10
32.25	3.50	Cluster10
31.70	4.10	Cluster10
31.70	4.50	Cluster10
32.25	2.70	Cluster10
32.65	2.05	Cluster10
32.95	2.80	Cluster10
33.10	3.55	Cluster10
32.90	4.00	Cluster10
32.60	4.75	Cluster10
32.55	5.05	Cluster10
32.35	5.50	Cluster10
32.15	5.95	Cluster10
32.50	6.75	Cluster10
32.70	6.35	Cluster10
33.20	5.90	Cluster10
33.35	5.35	Cluster10
33.20	4.55	Cluster10
33.55	4.20	Cluster10
33.95	4.75	Cluster10
34.05	5.10	Cluster10
34.30	4.80	Cluster10
34.30	4.15	Cluster10
34.60	4.30	Cluster10
34.05	3.70	Cluster10
34.25	3.05	Cluster10
33.65	2.80	Cluster10
33.55	2.15	Cluster10
34.20	2.05	Cluster10
35.15	1.95	Cluster10
35.05	2.45	Cluster10
35.15	3.05	Cluster10
35.60	3.45	Cluster10
35.40	3.60	Cluster10
35.85	3.20	Cluster10
36.10	2.65	Cluster10
36.45	2.65	Cluster10
36.00	2.10	Cluster10
36.90	2.05	Cluster10
37.45	2.80	Cluster10
36.80	3.25	Cluster10
36.45	3.90	Cluster10
35.65	4.20	Cluster10
35.40	4.60	Cluster10
35.65	4.75	Cluster10
35.75	5.15	Cluster10
36.10	4.55	Cluster10
34.90	5.40	Cluster10
34.65	5.70	Cluster10
34.05	6.05	Cluster10
34.40	6.50	Cluster10
33.60	6.85	Cluster10
32.70	7.15	Cluster10
32.75	7.75	Cluster10
33.60	7.95	Cluster10
37.40	3.40	Cluster10
37.70	3.45	Cluster10
38.15	2.85	Cluster10
38.75	2.65	Cluster10
39.00	3.25	Cluster10
39.20	3.50	Cluster10
38.45	3.75	Cluster10
38.10	4.05	Cluster10
37.15	4.30	Cluster10
37.80	4.70	Cluster10
37.70	5.15	Cluster10
36.75	5.05	Cluster10
36.85	5.50	Cluster10
37.40	5.65	Cluster10
37.55	5.75	Cluster10
35.70	5.75	Cluster10
36.25	5.95	Cluster10
35.40	6.00	Cluster10
35.45	6.60	Cluster10
34.65	7.05	Cluster10
33.70	7.40	Cluster10
35.65	7.30	Cluster10
35.05	7.35	Cluster10
34.85	7.75	Cluster10
34.50	8.25	Cluster10
34.15	8.60	Cluster10
34.05	9.00	Cluster10
33.40	8.70	Cluster10
33.05	8.95	Cluster10
33.05	9.60	Cluster10
33.50	9.75	Cluster10
34.25	9.60	Cluster10
34.60	9.90	Cluster10
34.80	9.30	Cluster10
35.00	8.55	Cluster10
35.80	8.10	Cluster10
35.80	8.35	Cluster10
36.40	7.60	Cluster10
36.25	6.60	Cluster10
37.05	6.95	Cluster10
36.80	7.50	Cluster10
37.05	6.35	Cluster10
38.15	5.70	Cluster10
38.65	4.85	Cluster10
39.15	4.35	Cluster10
40.05	3.35	Cluster10
40.05	3.80	Cluster10
40.15	4.40	Cluster10
39.50	4.75	Cluster10
39.15	5.20	Cluster10
41.15	4.55	Cluster10
40.50	5.05	Cluster10
40.10	5.30	Cluster10
40.00	5.75	Cluster10
39.20	5.75	Cluster10
38.85	6.20	Cluster10
37.75	6.55	Cluster10
38.00	7.15	Cluster10
37.75	7.65	Cluster10
37.00	8.20	Cluster10
36.50	8.65	Cluster10
35.85	9.05	Cluster10
35.75	9.55	Cluster10
35.60	10.00	Cluster10
33.95	10.35	Cluster10
34.35	10.85	Cluster10
35.00	10.65	Cluster10
35.50	10.55	Cluster10
35.10	11.10	Cluster10
34.55	11.30	Cluster10
34.95	11.90	Cluster10
35.30	12.00	Cluster10
35.00	12.50	Cluster10
36.00	11.65	Cluster10
36.50	11.05	Cluster10
36.45	10.55	Cluster10
36.40	9.65	Cluster10
37.10	9.40	Cluster10
37.05	9.95	Cluster10
37.05	10.20	Cluster10
36.35	12.20	Cluster10
36.20	12.25	Cluster10
37.05	11.60	Cluster10
37.60	11.15	Cluster10
37.70	10.65	Cluster10
38.30	11.65	Cluster10
38.80	11.15	Cluster10
38.85	10.70	Cluster10
38.65	10.05	Cluster10
37.95	10.20	Cluster10
37.90	9.70	Cluster10
38.65	9.45	Cluster10
38.20	9.25	Cluster10
37.75	8.75	Cluster10
37.55	8.75	Cluster10
38.10	8.00	Cluster10
38.65	8.65	Cluster10
38.75	8.20	Cluster10
38.95	7.55	Cluster10
39.00	6.75	Cluster10
39.80	6.45	Cluster10
39.65	6.65	Cluster10
39.75	7.05	Cluster10
40.00	7.35	Cluster10
39.55	7.90	Cluster10
39.20	8.70	Cluster10
39.90	8.45	Cluster10
39.35	9.20	Cluster10
39.75	9.35	Cluster10
39.40	10.05	Cluster10
40.05	10.90	Cluster10
40.30	9.85	Cluster10
40.95	9.80	Cluster10
40.65	9.10	Cluster10
40.70	8.85	Cluster10
41.25	8.25	Cluster10
41.85	7.95	Cluster10
40.50	7.85	Cluster10
40.85	7.35	Cluster10
40.95	6.90	Cluster10
40.65	6.50	Cluster10
40.60	5.70	Cluster10
41.30	5.65	Cluster10
41.80	6.40	Cluster10
51.05	3.50	Cluster11
50.05	3.85	Cluster11
49.00	3.80	Cluster11
48.90	4.40	Cluster11
48.05	4.75	Cluster11
47.40	5.65	Cluster11
47.75	6.10	Cluster11
47.00	6.70	Cluster11
47.10	7.40	Cluster11
46.50	8.15	Cluster11
47.75	8.00	Cluster11
47.85	7.35	Cluster11
48.50	6.75	Cluster11
48.75	5.95	Cluster11
49.35	6.45	Cluster11
49.80	6.00	Cluster11
49.05	5.10	Cluster11
49.80	4.80	Cluster11
49.65	4.40	Cluster11
50.65	4.60	Cluster11
50.05	5.15	Cluster11
50.60	5.45	Cluster11
51.50	5.05	Cluster11
51.90	4.65	Cluster11
52.45	4.10	Cluster11
51.60	4.05	Cluster11
51.20	4.20	Cluster11
53.30	5.20	Cluster11
52.55	5.35	Cluster11
52.95	6.05	Cluster11
51.80	5.85	Cluster11
50.70	6.15	Cluster11
50.95	6.60	Cluster11
50.70	7.05	Cluster11
49.75	7.10	Cluster11
49.30	7.65	Cluster11
50.00	7.90	Cluster11
48.95	8.15	Cluster11
48.15	8.65	Cluster11
47.35	8.85	Cluster11
46.85	9.00	Cluster11
47.70	9.15	Cluster11
46.70	9.90	Cluster11
47.45	9.95	Cluster11
47.95	9.85	Cluster11
48.80	9.45	Cluster11
49.45	8.80	Cluster11
50.55	8.60	Cluster11
51.35	7.70	Cluster11
51.70	8.00	Cluster11
51.60	7.25	Cluster11
52.00	6.80	Cluster11
52.50	7.35	Cluster11
53.10	7.50	Cluster11
53.55	7.00	Cluster11
53.00	8.20	Cluster11
52.35	8.05	Cluster11
53.55	8.65	Cluster11
53.40	9.10	Cluster11
52.50	9.10	Cluster11
51.55	8.85	Cluster11
52.25	9.40	Cluster11
51.40	9.50	Cluster11
50.50	9.30	Cluster11
50.85	9.80	Cluster11
49.50	9.65	Cluster11
49.30	10.25	Cluster11
50.30	10.30	Cluster11
48.60	10.50	Cluster11
47.60	10.50	Cluster11
47.40	11.10	Cluster11
47.90	11.45	Cluster11
47.70	11.65	Cluster11
47.40	12.05	Cluster11
48.20	12.00	Cluster11
48.95	11.35	Cluster11
48.65	11.05	Cluster11
49.95	11.15	Cluster11
49.65	11.70	Cluster11
49.25	12.25	Cluster11
49.05	12.25	Cluster11
48.30	12.70	Cluster11
48.95	12.95	Cluster11
49.75	13.10	Cluster11
50.15	13.20	Cluster11
50.10	12.75	Cluster11
50.15	12.10	Cluster11
51.30	11.75	Cluster11
51.00	10.85	Cluster11
51.65	11.00	Cluster11
51.80	10.10	Cluster11
52.65	9.85	Cluster11
53.35	10.00	Cluster11
52.55	10.75	Cluster11
52.80	11.55	Cluster11
52.20	11.75	Cluster11
51.70	11.75	Cluster11
51.95	12.75	Cluster11
51.05	12.55	Cluster11
51.05	13.05	Cluster11
50.25	13.70	Cluster11
50.20	14.15	Cluster11
50.25	14.70	Cluster11
50.00	15.15	Cluster11
49.95	15.65	Cluster11
49.60	16.15	Cluster11
49.45	16.75	Cluster11
49.65	17.05	Cluster11
49.75	17.30	Cluster11
48.75	17.20	Cluster11
48.70	17.65	Cluster11
48.00	17.50	Cluster11
48.15	17.90	Cluster11
47.45	18.05	Cluster11
47.05	18.80	Cluster11
47.55	18.80	Cluster11
47.50	19.30	Cluster11
47.25	19.40	Cluster11
46.60	19.85	Cluster11
46.15	20.55	Cluster11
47.25	20.45	Cluster11
47.70	20.05	Cluster11
48.00	19.90	Cluster11
48.55	19.65	Cluster11
48.50	18.55	Cluster11
49.05	18.60	Cluster11
48.95	19.10	Cluster11
49.60	18.35	Cluster11
49.85	17.95	Cluster11
50.45	17.45	Cluster11
50.70	17.00	Cluster11
51.25	17.35	Cluster11
51.30	18.05	Cluster11
50.85	18.40	Cluster11
50.05	18.85	Cluster11
50.25	18.95	Cluster11
49.80	19.15	Cluster11
49.30	19.85	Cluster11
49.80	20.00	Cluster11
48.75	20.25	Cluster11
48.75	20.75	Cluster11
49.10	21.15	Cluster11
48.55	21.60	Cluster11
47.65	21.30	Cluster11
46.95	21.60	Cluster11
46.50	21.60	Cluster11
47.35	22.05	Cluster11
48.05	22.00	Cluster11
48.55	22.20	Cluster11
47.95	22.65	Cluster11
47.30	23.10	Cluster11
46.60	23.15	Cluster11
46.35	22.55	Cluster11
46.20	23.85	Cluster11
47.75	24.00	Cluster11
47.95	24.15	Cluster11
48.45	23.70	Cluster11
48.95	23.15	Cluster11
49.55	22.05	Cluster11
49.60	22.55	Cluster11
50.25	22.25	Cluster11
50.65	21.90	Cluster11
50.50	21.30	Cluster11
50.10	20.75	Cluster11
50.80	20.40	Cluster11
50.85	20.00	Cluster11
51.15	19.30	Cluster11
51.85	18.85	Cluster11
52.30	18.55	Cluster11
52.40	19.35	Cluster11
51.55	19.75	Cluster11
52.05	20.00	Cluster11
52.95	19.85	Cluster11
53.35	20.60	Cluster11
52.50	20.55	Cluster11
51.45	20.65	Cluster11
51.40	21.25	Cluster11
52.00	21.05	Cluster11
52.75	21.30	Cluster11
52.05	21.50	Cluster11
51.60	22.05	Cluster11
51.20	21.75	Cluster11
53.25	21.95	Cluster11
52.70	22.30	Cluster11
52.50	22.90	Cluster11
52.85	23.25	Cluster11
53.30	23.80	Cluster11
52.45	24.10	Cluster11
51.90	23.50	Cluster11
51.20	22.90	Cluster11
50.85	23.30	Cluster11
50.25	23.35	Cluster11
49.45	23.70	Cluster11
50.60	23.90	Cluster11
51.25	23.95	Cluster11
51.25	24.10	Cluster11
52.40	24.70	Cluster11
52.15	25.30	Cluster11
51.40	24.90	Cluster11
50.70	24.85	Cluster11
49.25	24.45	Cluster11
49.50	24.70	Cluster11
48.45	24.45	Cluster11
48.55	25.20	Cluster11
48.05	25.00	Cluster11
47.25	24.30	Cluster11
46.80	24.80	Cluster11
46.60	25.50	Cluster11
46.70	26.05	Cluster11
47.50	25.50	Cluster11
47.65	26.00	Cluster11
48.25	26.05	Cluster11
48.45	26.95	Cluster11
47.75	26.90	Cluster11
47.65	27.15	Cluster11
48.25	27.85	Cluster11
48.85	27.75	Cluster11
49.70	28.20	Cluster11
50.25	27.55	Cluster11
49.40	27.10	Cluster11
49.15	26.65	Cluster11
49.35	25.95	Cluster11
49.95	25.50	Cluster11
50.85	26.05	Cluster11
50.05	26.50	Cluster11
50.65	27.00	Cluster11
51.10	27.35	Cluster11
51.20	27.95	Cluster11
51.65	26.85	Cluster11
52.25	26.00	Cluster11
52.70	26.15	Cluster11
51.40	25.60	Cluster11
38.30	20.80	Cluster12
37.15	20.90	Cluster12
36.20	21.35	Cluster12
36.10	21.85	Cluster12
35.45	22.80	Cluster12
35.75	22.95	Cluster12
36.40	23.00	Cluster12
36.55	22.25	Cluster12
36.80	21.85	Cluster12
37.50	21.85	Cluster12
38.45	21.45	Cluster12
38.70	21.90	Cluster12
38.40	22.30	Cluster12
38.00	22.60	Cluster12
38.15	22.95	Cluster12
37.50	22.85	Cluster12
36.75	23.65	Cluster12
36.20	23.70	Cluster12
35.45	24.35	Cluster12
37.65	23.85	Cluster12
37.65	24.30	Cluster12
36.70	24.60	Cluster12
37.15	25.05	Cluster12
39.15	25.10	Cluster12
38.60	24.65	Cluster12
38.70	23.80	Cluster12
38.90	23.65	Cluster12
39.55	23.50	Cluster12
39.55	24.30	Cluster12
40.30	24.45	Cluster12
41.25	24.35	Cluster12
40.80	25.25	Cluster12
40.40	23.80	Cluster12
39.90	23.20	Cluster12
39.30	22.80	Cluster12
39.20	22.40	Cluster12
40.10	21.70	Cluster12
39.85	21.90	Cluster12
39.65	21.10	Cluster12
40.15	22.60	Cluster12
41.10	21.90	Cluster12
41.70	22.20	Cluster12
41.30	22.60	Cluster12
41.15	23.30	Cluster12
40.90	23.45	Cluster12
22.20	2.15	Cluster13
23.35	1.95	Cluster13
23.75	2.30	Cluster13
22.90	2.40	Cluster13
22.40	2.70	Cluster13
21.85	2.90	Cluster13
21.85	3.35	Cluster13
22.15	3.45	Cluster13
22.70	3.45	Cluster13
23.20	3.00	Cluster13
23.20	3.20	Cluster13
24.65	2.15	Cluster13
24.20	2.75	Cluster13
23.75	3.20	Cluster13
23.75	3.55	Cluster13
23.65	3.80	Cluster13
22.80	4.00	Cluster13
21.95	4.05	Cluster13
22.10	4.35	Cluster13
22.70	4.45	Cluster13
22.45	4.85	Cluster13
23.70	4.80	Cluster13
23.55	5.05	Cluster13
24.20	4.90	Cluster13
23.20	4.25	Cluster13
24.10	4.30	Cluster13
24.85	4.50	Cluster13
24.60	4.15	Cluster13
24.25	3.55	Cluster13
24.80	3.35	Cluster13
25.05	2.75	Cluster13
25.50	3.25	Cluster13
25.10	3.55	Cluster13
25.15	4.00	Cluster13
